"";"X.1";"X";"PostId";"CodeSnippet";"Weekday";"GMTHour";"BodyLength";"TitleLength";"URL";"IsTheSameTopicBTitle";"AvgUpperCharsPPost";"NTag";"SentimentPositiveScore";"SentimentNegativeScore";"Successful";"QuestionText";"CommentsText";"UserId";"UserReputation"
"20378";21164;21164;25432442;TRUE;"Weekday";"Afternoon";"Medium";"Medium";TRUE;FALSE;0,0178861788617886;TRUE;FALSE;FALSE;TRUE;"I am trying to make a text input and a checkbox mutually exclusive. By default, the textbox should contain ""0"" and the checkbox should be false. If the user checks the checkbox, the textbox should be blanked out. If the user enters a value in the textbox, the checkbox should be unchecked. At no time should either field become disabled or otherwise uneditable. I have almost all of the behavior working despite one small knockout related quip. If a user types in a number into the textbox then clicks the checkbox while still focused on the textbox, the textbox value will not clear. I believe this is happening because of the timing of the subscriptions firing, but I am not sure how to solve it. Markup: Script:";"";386152;"Trusted"
"21315";22148;22148;25437543;TRUE;"Weekday";"Night";"Short";"Medium";FALSE;FALSE;0,0478260869565217;TRUE;FALSE;FALSE;TRUE;"In my chess app I use to record the time of a move, e.g.: How could I validate that is and not an arbitrary timestamp like 1408663907743? I expected Firebase Security Rules to have a method like that would work similarly to and , but I couldn't find one.";"";247243;"Trusted"
"21706";22555;22555;25439503;TRUE;"Weekday";"Night";"Short";"Long";FALSE;FALSE;0,0502283105022831;TRUE;FALSE;FALSE;TRUE;"Is it possible to use a user defined function in an insert statement in slick? This is what my tables look like, but I'm getting an error when I try to run it. When I run this code, I get the error SlickException: : Cannot use node scala.slick.lifted.SimpleFunction$$anon$2@69ade8b0 crypt, false for inserting data I've tried several different ways of trying to get my inserts to work. Including this: Am I just expecting too much for slick to be able to do what I want to and just break down and use raw SQL?";"";375874;"Trusted"
"21788";22638;22638;25439930;FALSE;"Weekday";"Night";"Short";"Long";TRUE;FALSE;0,0355731225296443;TRUE;FALSE;FALSE;TRUE;"Suppose that the time on my computer is incorrect (say 1 day ahead). Is there a way to get the in this case? outlines few way to get the Unix Timestamp, but from what I can see they all assume that machine's time is accurate.";"";247243;"Trusted"
"21902";22757;22757;25440694;TRUE;"Weekday";"Morning";"Short";"Medium";FALSE;FALSE;0,0369127516778524;TRUE;FALSE;FALSE;FALSE;"The of a type is a object that is read only. I want to know what's the purpose of it. Is it only for ""don't allow modify builtin types""? I found a method that can walk around this. I know it's not a good idea to modify builtin types. But I am trying to modify of Cython on fly. I want to know are there any dangerous to modify the of this way? Here is the code:";"@Job, It's not the same question, becasue `setattr` doesn't work for builtin class. What I want to do is modify the `__dict__` of `cdef class` of Cython.";772649;"Trusted"
"22071";22932;22932;25441672;TRUE;"Weekday";"Morning";"Short";"Long";FALSE;FALSE;0,0333333333333333;TRUE;FALSE;FALSE;TRUE;"I'm writing a specs2 test, and need to compare two dates: There is no such matcher, how can I do the same in specs2 efficiently?";"`date1` and `date2` may not be equal, say if date1 is `2011-11-11 10:10:10 111` and date2 is `2011-11-11 10:10:10 888`, I still consider they are equal";342235;"Trusted"
"22184";23050;23050;25442343;FALSE;"Weekday";"Morning";"Short";"Medium";FALSE;FALSE;0,0372093023255814;TRUE;TRUE;TRUE;FALSE;"I would like to get the result of my jenkins build job either failed (red), unstable (yellow) or successfull (green)... If i return non zero from my shell script i can only get failed. Is there any return code which produces unstable ?";"I would say the answer to my question is simply no. Only by using a supplemental plugin.";296328;"Trusted"
"22205";23072;23072;25442468;TRUE;"Weekday";"Morning";"Short";"Long";FALSE;TRUE;0,0648464163822526;TRUE;FALSE;TRUE;FALSE;"In my ASP.NET MVC3 application when I queue some request to and it fails and IIS custom errors handling configured in web.config kicks in and performs a ""default redirect"" (which is configured to redirect to I get redirected to and the query string ( part) is lost. How do I make the query string preserved?";"@Exception: `throw new InvalidOperationException()` would be enough.";57428;"Trusted"
"22456";23335;23335;25443796;TRUE;"Weekday";"Morning";"Long";"Medium";FALSE;TRUE;0,0237184391736802;TRUE;FALSE;FALSE;FALSE;"Let's say I have a computationally intensive algorithm running. For example, let's say it's a routing algorithm, and on window running on a separate thread, I want to show the user what routes are being currently being analyzed and such, and for whatever reason, it contains heavily CPU-intensive code. The important thing is that I don't want to slow down the worker thread just for the sake of displaying progress; it needs to run at full-speed as much as possible. It is perfectly OK if the user sees stale data, such as an in-between that didn't actually occur (say, two active routes at once), because this progress visualization is for informational purposes only, and nothing else. From a theoretical standpoint, I think that according to the C++ standard, my best option is to use with on both threads. But that would slow down the code on the worker thread noticeably. From a practical standpoint, though, I'm just tempted to ignore altogether, and just have the worker thread work with all the variables normally. Who cares if the GUI thread reads stale data? i don't, and presumably neither will the user. In reality it won't matter because there is only one worker thread, and only that thread needs to observe valid writes, which in practice is the only thing that'll happen. What I'm wondering about is: What is the best way to solve this kind of problem, both in theory and in practice? Do people just ignore the standard and go for raw primitives, or do they bite the bullet and take the performance hit of using ? Or are there other facilities I'm not aware of for soving this problem?";"";541686;"Trusted"
"23565";24496;24496;25449926;FALSE;"Weekday";"Afternoon";"Long";"Medium";FALSE;TRUE;0,0288844621513944;TRUE;TRUE;TRUE;FALSE;"We've just migrated our TFS 2013.3 server to a new domain. It all appeared to go to plan - I migrated the server and then migrated the Identities successfully, but instead of changing user identities to their new domain accounts, it has just added new accounts so now everybody is in the system twice. In general I've been able to mitigate the symptoms of this, but it has broken user capacities in Web Access - each user's name appears twice, and their capacity graph only shows correctly if both names have the same capacity value assigned to them. One user does not get a capacity graph at all even if we attempt this awful workaround. I could easily delete the old users from [Tfs_Configuration.dbo.tbl_Identity] and/or [tbl_TeamConfigurationCapacity] but I have no idea if this would be a safe thing to do, or what references to these entries might exist elsewhere in the database. (There shouldn't be any information linked to these users any more, as they have all been migrated, but that won't help me if deleting these rows corrupts the database). I may just have to snapshot the VM and give it a try to see what happens, as this is a complete showstopper. Any help would be very much appreciated.";"@mrtentje: I carefully followed the instructions here: http://msdn.microsoft.com/en-gb/library/ms404883.aspx (so yes, I did use TfsConfig Identities). Thanks for the advice - there are too many documented ways to migrate TFS instances, and usually most of them cause trouble. I've been using and migrating TFS since 2005 and it still impresses me how fragile it is - it's easy to break and impossible to fix once broken :-(";97385;"Trusted"
"23655";24591;24591;25450429;TRUE;"Weekday";"Afternoon";"Medium";"Medium";TRUE;TRUE;0,0433925049309665;TRUE;FALSE;FALSE;FALSE;"I have a case where I want to unit test consistency of the output some code with the output of some equivalent code. Specifically I am creating uuids and I want to be able to test that they ones generated in match the ones generated by . This works but it is not dynamic, the javascript generated uuid is hard coded: I want to use the to execute the that generates the UUID v3 as part of this test. But the JavaScript library I am planning on using relies on and I am not sure how to add this to the classpath or whatever it is called so the will know about it when I run my test.";"";177800;"Trusted"
"23781";24721;24721;25451087;TRUE;"Weekday";"Afternoon";"Short";"Long";FALSE;FALSE;0,0393013100436681;TRUE;FALSE;FALSE;FALSE;"I was using Django 1.5.1 and upgraded to Django 1.6.6. In Django 1.5.1 I was using select for update to guarantee atomic execution. Unfortunately this now throws an error: What are some of the solutions for solving this?";"";1257694;"Trusted"
"24105";25053;25053;25452748;FALSE;"Weekday";"Afternoon";"Medium";"Medium";FALSE;FALSE;0,0423280423280423;TRUE;FALSE;FALSE;TRUE;"I am trying to map electrical signals (specifically EEG signals) to actions. I have the raw data from from the eeg device it has 14 channels so for each training data instance I end up with a 14x128 matrix. (14 channels 128 samples (1 sec window)). Currently what I do is apply hamming window on each channel then apply fft to classify using frequency. What I can not wrap my head around is SVM (or other classification algorithms) expects a matrix of the following form Feature 1 | Feature 2 | Feature 3 | .... | Feature N | Class but in the case of EEG each channel is the feature but instead of having single values each channel has vector of 128 values. what would be the best way to transform this matrix into a form that svm can understand? Say do I just modify the 14x128 matrices add new col class and append them one after the other. So for a 1 sec record of the eeg signal I end up with 128 pos/neg classes?";"";89904;"Trusted"
"24625";25590;25590;25455584;TRUE;"Weekday";"Evening";"Long";"Long";FALSE;TRUE;0,0530451866404715;FALSE;TRUE;FALSE;FALSE;"I'm developing some custom patterns in ReSharper to make things a bit easier, and I've run into a bit of a snag. One of my patterns is that I want to replace any instance of string.Compare when used for testing equality, and replace it with string.Equals. This is easy enough at first blush. I created a pattern: Here, $STRINGCOMPAREOPTIONS$ is an expression of type StringComparison. This words great for this case: And of course my replace pattern is simple as well: Now, I need to do the case of using the non-culture version. This one looks like this: Now, here, ReSharper already has a built-in inspector to convert this to using the StringComparison operator, but the problem is that I then have to do a second conversion to use the Equals.. i'd rather write one that does the conversion in one step. I can obviously write separate true and false versions like so: and But, that doesn't take into account the case where someone writes something like this: So, what I need is an expression that is of type bool, but is not the literal true or false so that I can create a version that adds a conditional. Any ideas on how I might be able to create a pattern that is of a type, but not of the literal type?";"";61164;"Trusted"
"24636";25601;25601;25455658;FALSE;"Weekday";"Evening";"Medium";"Long";TRUE;FALSE;0,0527240773286467;FALSE;FALSE;FALSE;FALSE;"In Apple's , they have the following note: Important: Although this document provides a thorough treatment of the fundamentals of the Core Data framework, simply reading from start to finish is not a good strategy for learning how to use the technology effectively. Instead, you should typically augment your understanding by following the related tutorials provided in the Reference Library. For a description of the recommended learning path, see Core Data Starting Point. If you scroll to the bottom of the page, the ""See Also"" section lists ""Core Data Starting Point"", but there's no link to the document. Where is the document available?";"";4883;"Trusted"
"24713";25683;25683;25456039;TRUE;"Weekday";"Evening";"Short";"Long";FALSE;FALSE;0,0246913580246914;TRUE;TRUE;FALSE;TRUE;"Notice there is no after and . Normally we would do something like and I thought this would cause an error but it just runs fine. Now I have never used like this before and this seems weird to me. For some reason they worked but is returning the function meanwhile is returning the newly created object with the constructor as . Also I don't know why and are ""automatically"" executed, and an explanation would be great. Thanks.";"";283863;"Trusted"
"24948";25933;25933;25457313;FALSE;"Weekend";"Night";"Short";"Medium";FALSE;FALSE;0,0980392156862745;TRUE;FALSE;FALSE;FALSE;"How can I query the list of system stop words in SQL Server? I need to be able to do this without creating a new stop list that copies the system stop list.";"";5274;"Trusted"
"25070";26058;26058;25457989;FALSE;"Weekend";"Night";"Short";"Long";FALSE;TRUE;0,128654970760234;FALSE;FALSE;FALSE;TRUE;"I have the path to a C# project file. Using just the raw project file (and knowing if I want Debug or Release), how do I determine the full path to the resulting DLL or EXE?";"";5274;"Trusted"
"25535";26533;26533;25460665;TRUE;"Weekend";"Morning";"Short";"Long";TRUE;FALSE;0,029126213592233;FALSE;TRUE;FALSE;TRUE;"I am building a Chrome extension that moves my pinned tabs to the active window: It works great, with one exception: When switching to another Chrome window by clicking on a tab in that window, I can't use to move my pinned tabs to the newly activated window. in the callback says Tabs cannot be edited right now (user may be dragging a tab) My problem now is: There seems to be no event that I can subscribe to that is raised when the user stops dragging. What are my options?";"";572644;"Trusted"
"25626";26628;26628;25461243;FALSE;"Weekend";"Morning";"Long";"Long";TRUE;TRUE;0,0649112063686467;TRUE;FALSE;FALSE;FALSE;"Background I'm developing an app, and I've noticed that there is a way to get a list of ""uninstalled apps"" (using """" flag) , which are apps that requested to avoid removal of their data upon uninstallation . Here's what the documentation says: Flag parameter to retrieve some information about all applications (even uninstalled ones) which have data directories. This state could have resulted if applications have been deleted with flag DONT_DELETE_DATA with a possibility of being replaced or reinstalled in future. Note: this flag may cause less information about currently installed applications to be returned. The problem I've tried to investigate more about this feature, but I didn't find almost anything about it, other than this documentation. The questions How do such apps request this feature? I can't even find the ""DONT_DELETE_DATA"" anywhere on the documentation except for what I've written about. Looking on , it seems it's a part of the PackageManager class, but I can't see it being public on Eclipse. How long will the data stay? How can I detect such apps? Is there anything to look at or that shows it? Is it """" on the ApplicationInfo, perhaps? I've run it, and none of the list of apps that I got have this flag turned off, even though I've installed and uninstalled many apps. Would choosing to uninstall such ""ghost""-like apps really remove them? Will I still be able to see those apps on the built in app-manager? Will I still be able to manage such apps? What information can be retrieved of such apps (icon, name, etc,... )? I ask this since the documentation say ""this flag may cause less information"" . The documentation say that when I use GET_UNINSTALLED_PACKAGES I might get less information about ""currently installed applications"". Is it a mistake? shouldn't it be ""currently un-installed applications"" ? When an app uses this flag of not removing its data, does it mean only internal-storage, private data, or also external-storage, public data ?";"";878126;"Trusted"
"26372";27398;27398;25465504;TRUE;"Weekend";"Evening";"Long";"Long";TRUE;FALSE;0,0245202558635394;TRUE;FALSE;FALSE;TRUE;"I'm using jQuery UI datepicker for a form where users request a tour of the school. There is a date range that the tours are being held, and within that range the site admin may disable certain days that are booked. No problem so far: I got the code from this post: I know I can add a class to the disabled elements with the second parameter but it adds it to all the disabled dates, including those outside of and : : A function that takes a date as a parameter and must return an array with: 0: true/false indicating whether or not this date is selectable 1: a CSS class name to add to the date's cell or """" for the default presentation 2: an optional popup tooltip for this date The function is called for each day in the datepicker before it is displayed. However the client has requested that only the ""booked"" dates have a visual indication that the date is not available (distinct from the default disabled state). There will not be many, maybe 4 or 5. It makes sense to me. Is there some way to customize only the dates disabled by the function in my setup, or another solution to achieve what I'm after?";"";398242;"Trusted"
"26727";27769;27769;25467488;TRUE;"Weekend";"Night";"Medium";"Long";FALSE;FALSE;0,0429184549356223;TRUE;TRUE;FALSE;FALSE;"So I've got this super exciting Java class: Compiles just fine with the 2.10.4 on the classpath (or 2.9.2, for what that's worth). Now I try it with 2.11: How does this make any sense at all? At a glance the only difference that could be remotely relevant is the fact that no longer extends in 2.11, but I don't see how that could cause this problem. The same thing happens with , etc. There's an easy workaround—you can just cast to the appropriate type—but I'd like to understand what's going on here. (I'm on Oracle's JDK, version 1.7.0_67.)";"";334519;"Trusted"
"26952";28003;28003;25468696;TRUE;"Weekend";"Night";"Short";"Long";FALSE;TRUE;0,0541082164328657;TRUE;TRUE;FALSE;FALSE;"I have a situation similar to the following. Dependency.csproj: A.csproj B.csproj When I build using the command line (), MSBuild correctly builds the dependency multiple times, placing the dependency into A or B (as controlled by in the depending projects). However, when building in Visual Studio, Dependency.csproj only builds to ""Default"", and the AdditionalProperties setting appears to be ignored. Is there some way to force Visual Studio to operate like here and build the dependency using settings of the depending projects?";"";82320;"Trusted"
"27407";28476;28476;25471368;TRUE;"Weekend";"Morning";"Short";"Long";FALSE;FALSE;0,0241545893719807;TRUE;FALSE;FALSE;FALSE;"I want to have a background image on the right hand side of one slide in a reveal.js presentation. I added the image to the slide like this: How can I add css styles to make it appear on the right edge of the screen?";"";66686;"Trusted"
"27658";28738;28738;25472742;TRUE;"Weekend";"Afternoon";"Short";"Long";FALSE;FALSE;0,0943877551020408;TRUE;FALSE;FALSE;TRUE;"Is it possible to tell whether the given URL for an HTML page is a directory or file? If an HTML page has a URL like , could it be either directory (with the actual HTML page being ) or the might be the actual HTML page? Or, is that wrong, and an HTML page actually has to have an extension ? Conversely, if a URL like is given, could it be either an (unusually named) directory or a file, or is it the case that a directory cannot have such name as ?";"";314166;"Trusted"
"27811";28896;28896;25473637;TRUE;"Weekend";"Afternoon";"Short";"Long";FALSE;FALSE;0,0650406504065041;TRUE;FALSE;FALSE;FALSE;"Following code can be compiled: But following not: Which reports error: Why?";"";342235;"Trusted"
"27868";28954;28954;25473966;TRUE;"Weekend";"Afternoon";"Short";"Long";TRUE;FALSE;0,0340557275541796;FALSE;FALSE;FALSE;FALSE;"If we have a method: I'm told that we can call it as: also They both work and will output , but why? PS: I see some words in this : No, actually, they are not. Even though they both call a method without parameters, one is a ""method with zero parameter lists"" while the other is a ""method with one empty parameter list"" But I still not understand why would work";"";342235;"Trusted"
"27934";29025;29025;25474334;TRUE;"Weekend";"Afternoon";"Medium";"Long";FALSE;FALSE;0,032258064516129;TRUE;FALSE;FALSE;FALSE;"In the spec of scala 6.26.2, there are 4 kind of conversions for methods: MethodConversions The following four implicit conversions can be applied to methods which are not applied to some argument list. Evaluation. A parameterless method m of type => T is always converted to type T by evaluating the expression to which m is bound. Implicit Application. If the method takes only implicit parameters, implicit argu- ments are passed following the rules of §7.2. Eta Expansion. Otherwise, if the method is not a constructor, and the expected type pt is a function type (Ts′) ⇒ T′, eta-expansion (§6.26.5) is performed on the expression e. Empty Application. Otherwise, if e has method type ()T , it is implicitly applied to the empty argument list, yielding e(). Some scala code: My question is, for , and , which conversion rule is applied to each of them?";"";342235;"Trusted"
"28232";29332;29332;25475913;TRUE;"Weekend";"Evening";"Short";"Long";FALSE;FALSE;0,0809716599190283;TRUE;FALSE;FALSE;TRUE;"Is there a way I can use an alias or set some flag to see which column matched? Currently I'm just doing a manual check in PHP after my query is done for whether or matched, but if possible is there a way I can flag this somehow through SQL alone?";"";145190;"Trusted"
"28283";29384;29384;25476160;TRUE;"Weekend";"Evening";"Medium";"Long";FALSE;FALSE;0,0563607085346216;TRUE;TRUE;FALSE;FALSE;"I would like to query for all invoices in a customer. The SDK has some LinqExtender extensions so one would think you could do (for example customer id '1' which maps to an existing customer): But, this produces the following SQL: which is a no-go: The correct SQL would read: Of course using SQL directly and creating dynamic queries (eww) works, but I was hoping there was a better way. I like the readability and (hopefully) type-safe-goodness of the Linq extensions, and you'd think this would be such a common thing to do. Unfortunately the documentation is a huge maze and severely lacks any kind of useful examples, so: does anyone know how to do this, or are we stuck with string SQL?";"";44853;"Trusted"
"28370";29474;29474;25476639;TRUE;"Weekend";"Evening";"Short";"Long";TRUE;TRUE;0,0318471337579618;TRUE;FALSE;TRUE;FALSE;"Here's an example (and a , with a 2 second delay): If you look at the requests in Chrome, all have . Firefox, however, does not change it in the request sent when the is created. I couldn't find anything in the spec about a browser should handle this, so is there any way to get Firefox to behave like Chrome (or forge the header)?";"There was a bug report filed six months ago: https://bugzilla.mozilla.org/show_bug.cgi?id=968861";464744;"Trusted"
"28387";29492;29492;25476719;TRUE;"Weekend";"Evening";"Medium";"Medium";FALSE;FALSE;0,042;FALSE;FALSE;FALSE;TRUE;"In my app, I'm launching via an Intent, a separate application over which I don't have much control. I want to detect when that application exits or otherwise is no longer actively executing. Is there any way to be notified when another process exits? As far as I can tell, the best I can do is: Start an unbound Service which will poll for the given Package ID to be started Start the Intent The service polls at a fixed interval, to determine when the separate application exits The service does the work it needs to do, then exits itself. Is there any less poll'y way to do this?";"";5728;"Trusted"
"28594";29702;29702;25477657;TRUE;"Weekday";"Night";"Short";"Long";FALSE;FALSE;0,0540540540540541;TRUE;FALSE;FALSE;FALSE;"I have this rails view partial and I just can't see the issue: but I just keep getting:";"";631619;"Trusted"
"28788";29901;29901;25478704;TRUE;"Weekday";"Night";"Short";"Long";FALSE;TRUE;0,0237580993520518;TRUE;FALSE;FALSE;TRUE;"Given the following xml, how can I lazily parse out contact records? The goal is to get the xml structure of each contact element and pass it to a function that will handle importing that record into a database. I'll be working with a very large file and would like to avoid loading the entire xml structure in memory. I've done this before in java using Stax, but I'm trying to figure out how to do something similar in clojure. Right now I've just got the code below that returns the entire structure.";"";1310;"Trusted"
"29067";30187;30187;25480285;TRUE;"Weekday";"Morning";"Short";"Medium";TRUE;TRUE;0,0287769784172662;TRUE;FALSE;FALSE;TRUE;"I am trying to create dc.js bar chart with a mini bar chart filter so that when you select on filter it applies it to the bigger chart. But it still shows the rest of entries only they are hidden. I want the x-axis to show the filtered set not complete set. How to do this ? Here is a . Result looks like : Here's the code";"";568109;"Trusted"
"29098";30219;30219;25480497;TRUE;"Weekday";"Morning";"Short";"Long";FALSE;FALSE;0,0680272108843537;TRUE;FALSE;FALSE;FALSE;"I've got a custom MSBuild script which we're using in TeamCity. I'm using 's to define the steps which some people need and some people don't. Everyone will run the step. But only a few will run the and steps. I've noticed that the step does a full build. Because I've already done a build in a previous is there any way I can say => Package this solution that was already built? the reason for this is that my target does a build AND does some js minification, etc.";"";30674;"Trusted"
"29234";30361;30361;25481239;FALSE;"Weekday";"Morning";"Short";"Long";FALSE;FALSE;0,0327380952380952;TRUE;FALSE;FALSE;TRUE;"I'm trying to deploy an application which is provisioned with pax-run. However, it seems that it insists on installing the Gogo bundles. Since when the application is executed it does not get a terminal allocated, Gogo closes and stops the application with it. I have found no way to remove to Gogo bundles or at least prevent them from stopping. How can I do that?";"";112671;"Trusted"
"29658";30796;30796;25483452;TRUE;"Weekday";"Morning";"Short";"Long";TRUE;TRUE;0,018140589569161;TRUE;FALSE;FALSE;TRUE;"How can i perfectly align text to the top of a table cell? By perfectly, I mean that the top of the letters touch the border of the table cell. An additional difficulty in my case is that I need to use a large line height (approximately double the font height). As a result, there's is a considerable space between the top of the letters and the cell border because the difference between the font height and the line height is distributed equally to both the top and bottom of the text (so called ). I've setup a .";"";413337;"Trusted"
"29893";31038;31038;25484718;TRUE;"Weekday";"Morning";"Medium";"Medium";FALSE;TRUE;0,0280112044817927;TRUE;FALSE;FALSE;FALSE;"I'm used to write code with early return/golden path in Objective-C. I tried this approach in Swift, and noticed that early return comes at the expense of using the forced unwrapping operator () when optionals are involved. Take a method that calculates the size of a directory. First, the golden path version: Notice how I'm using the operator both for the and variables. I'm assuming that overusing the operator kind of defeats the purpose of optionals and the type safety they bring. This is how I feel the above method should be coded in Swift to avoid forced unwrapping: However, by using I can't do early return anymore. If some methods don't use early return and some do, then I end up with a project with mixed coding style. My question is, is there a way to code in golden path style without resorting to forced unwrapping when optionals are involved?";"Nice article @RobNapier. What I take from it is that the golden path is an inherently imperative concept, and by fully embracing the functional aspect of Swift we can reach more appropriate solutions. Part of me wishes Swift had been released with its own system frameworks, much like Microsoft did with .net when they released C#.";143378;"Trusted"
"30167";31316;31316;25486392;FALSE;"Weekday";"Afternoon";"Medium";"Long";FALSE;FALSE;0,0244897959183673;TRUE;FALSE;FALSE;TRUE;"I'm wondering what's the best (per Angular way) of passing data between views that display on particular route and I would like to avoid passing data via URL as there can be a lot of it or would require some sort of conversion to strings etc. All in all not a good idea. An example to understand this: I have a create new content view which displays with empty fields and users are free to enter all the data they want. But in some cases I would like some of these fields to be pre-populated with data based on what users did on previous view. Each view has its own controller. Would communicating via services maybe still work? Is there any other way and simpler so we don't have to take care of data lifetime (i.e. if we talk via service we have to manually discard data after being read). I'm wondering what's the Angular-suggested way of doing this?";"";75642;"Trusted"
"30377";31537;31537;25487642;TRUE;"Weekday";"Afternoon";"Medium";"Medium";FALSE;FALSE;0,0378486055776892;TRUE;FALSE;FALSE;TRUE;"I have a project set up that is using south for migrations. We've made several changes to the models up until now and have had no problems. Just now I went to add a field to one of my models but I am having some trouble getting it to migrate properly. After changing the model I ran: Which output this: which seems ok. Although some of those fields were already migrated in, so it's odd that they showed up. then I ran: and get this: So it won't finish the migration. And now if I try to go to the admin page and pull up the model in question I get What do I need to do in order to get the migration to complete?";"";507810;"Trusted"
"30380";31540;31540;25487649;TRUE;"Weekday";"Afternoon";"Medium";"Long";FALSE;FALSE;0,0337711069418387;TRUE;TRUE;FALSE;TRUE;"I have a PHP function that takes three arguments, where one is an optional argument. But I have to set the limit to a default parameter and give it as an optional parameter. So, what I did is: The problem comes when the is greater than and the value becomes invalid if the maximum is lesser the the minimum value. So, I default the to , so what I did is: This throws an error as below: Parse error: syntax error, unexpected () in functions.php on line 2. I am currently handling it this way: Is there a better way to handle this default parameter, to have the previous parameter as an input scenario? Thanks in advance! :)";"";462627;"Trusted"
"30862";32037;32037;25490329;TRUE;"Weekday";"Afternoon";"Long";"Long";TRUE;FALSE;0,0274261603375527;TRUE;TRUE;FALSE;TRUE;"We have a pattern we've used several times, whereby we implement handlers and factories in separate Dlls. We configure exe's at runtime saying what dlls are loaded, and therefore what handlers are available to the app. We do this because we have custom handling for some customers, also it allows great flexibility because we can quickly develop new handlers in isolation, and test and deploy them with confidence that we haven't even touched any other parts of a running application. We can also patch handlers by simply dropping in a single replacement dll, we have customers with strict change management procedures and they adore this. To do this the pattern relies on two levels of factories, specific factories that implement specific handlers, and an overarching factory (which we call a Provider). The Provider chooses which handler factory to use to create a handler. The question: Does Windsor contain something that would simplify this process for us? Specifically I'm looking for something that could omit the Handler factory objects, it feels like something it should be able to do. I've read up on the and the & methods, but I can't see how they'd be any help here. That said I often find the Castle Windsor documentation obtuse so I could be missing something obvious Or is there just a better way of getting the same end goal that I haven't considered. Here's some code to illustrate, first message, handler and factory interfaces In a second DLL we implement a handler and factory for Type1 In a third Dll we implement a handler and factory for Type2 In a windows service we implement the provider The service that actually needs the handlers only uses the Provider";"";18797;"Trusted"
"30916";32091;32091;25490599;TRUE;"Weekday";"Afternoon";"Short";"Medium";FALSE;TRUE;0,0641975308641975;TRUE;FALSE;FALSE;FALSE;"I have a web page that, when submitted, adds an unlimited number of items to our database. To avoid time outs due to too many items being submitted, I'd like to use jQuery and AJAX calls to a web service instead. I'm trying to figure out how to write my loop that makes these AJAX calls so that it A) allows for multi-threading and B) won't hang the browser. A simple look might look this this: But does this hang the browser, and does it allow for multi-threading? Thanks for any tips.";"@Bergi: I get a timeout if I don't use AJAX calls and simply post the entire page and process everything at one. I'm looking at AJAX as a better solution. @dragonslovetacos: I fear that approach would produce a timeout as the number of items could be a thousand or more. For that reason, I think I need to avoid processing everything at once. @Bergi: The only thing I'm doing in the loop is getting the data I need from the current element in order to submit the AJAX call. @Bergi: I'm not sure exactly how that would work. Making multiple requests from the client to the server would solve the problem because each request would be short. But I'm certainly open to considering a better approach. Do you know of any examples? @Bergi: I know my approach will take longer overall, but it will prevent time outs. As indicated, I'm open to a better way, but I'm sorry, I'm not getting a good picture of an alternative approach from your description. As indicated in my question, I think it should be asynchronous. But that's where I'm getting hung up. @Bergi: Also, it probably makes sense to do 50 or so with each AJAX call rather than just one at a time. Anyway, looks like you've finished here. @hex494D49: Sorry, I did follow the link and I didn't understand it. Looking at the solution for the first question, I see a loop that makes AJAX calls. It uses a simple `for` loop, which isn't multi-tasking. I'm also trying to figure out how I would know when these AJAX calls have all completed. @hex494D49: Thanks. As you can see, JavaScript is not my main area of expertise. So I'm understanding that the `for` loop is not multi-threading, but the calls being made from that loop are asynchronous so it doesn't really matter. I think I agree this is the basic approach I need. As far as knowing when the calls are done, I'd prefer to just use `$.post()` so I don't plan to have a `XMLHttpRequest` object around. Perhaps I should post another question for that.";522663;"Trusted"
"31133";32316;32316;25491757;TRUE;"Weekday";"Evening";"Medium";"Long";FALSE;FALSE;0,0659722222222222;TRUE;FALSE;FALSE;TRUE;"I have a web page that can submit an unlimited number of items back to the server for processing. I've decided to submit these items in groups of 25 using AJAX calls to a web service. So my loop looks something like this: So far, this seems right. However, when all processing is complete, I want to refresh the page. And given the code above, I'm not seeing an easy way to perform a task when the last AJAX call has completed. Since is asynchronous, this loop will complete before the AJAX calls have. And since the AJAX calls could complete in a different order than they were submitted, I can't simply test for when my last-submitted call is done. How do I know when this code is done?";"";522663;"Trusted"
"31163";32346;32346;25491916;TRUE;"Weekday";"Evening";"Short";"Long";FALSE;FALSE;0,0792291220556745;TRUE;FALSE;FALSE;FALSE;"I have the following qmake project file (test.pro): I ran qmake with the following command in a cygwin shell: I opened the .vcxproj file in Visual Studio 2010 and looked at the value of ""Runtime Library"". It's set to Multi-threaded Debug DLL (/MDd). That was a surprise. Shouldn't it have been set to Multi-threaded Debug (/MTd)? After all, my template is , not . Do I need to change some other setting to instruct qmake to generate a .vcxproj file that uses Multi-threaded Debug (/MTd)? Thanks for your insight.";"";434551;"Trusted"
"31463";32651;32651;25493472;TRUE;"Weekday";"Evening";"Short";"Medium";FALSE;TRUE;0,0635838150289017;TRUE;FALSE;FALSE;TRUE;"Is there any way to render the series data (at least the point data) as HTML attributes on the series object? E.g. to: where and are the points hypothetical values?";"";244353;"Trusted"
"31682";32880;32880;25494545;TRUE;"Weekday";"Evening";"Short";"Long";FALSE;FALSE;0,0351758793969849;FALSE;FALSE;FALSE;FALSE;"Trying to install a package (), I get this error: But notice that these verison requirements ( and ) do not actually conflict. How can I go about resolving this issue?";"";71522;"Trusted"
